order_id,timestamp,restaurant_id,customer_id,order_type,items,total_amount,payment_method,order_status
ORD-20251210-828051,2025-12-10T17:20:23.827975,REST-MUM-002,CUST-10103,dine_in,"[{""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 464.11, ""subtotal"": 1392.33}]",1392.33,wallet,completed
ORD-20251210-697280,2025-12-10T18:00:24.827975,REST-MUM-001,CUST-10100,takeaway,"[{""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 116.79, ""subtotal"": 116.79}]",116.79,wallet,completed
ORD-20251210-839622,2025-12-10T18:19:01.827975,REST-BLR-001,CUST-10700,delivery,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 575.11, ""subtotal"": 1725.33}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 206.36, ""subtotal"": 619.08}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 180.02, ""subtotal"": 360.04}]",2704.45,card,delivered
ORD-20251210-231932,2025-12-10T18:39:53.827975,REST-MUM-002,CUST-10713,takeaway,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 154.98, ""subtotal"": 309.96}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 197.28, ""subtotal"": 591.84}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 245.51, ""subtotal"": 736.53}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 313.29, ""subtotal"": 939.87}]",2578.2,card,completed
ORD-20251210-757422,2025-12-10T18:46:38.827975,REST-BLR-001,CUST-10823,delivery,"[{""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 185.76, ""subtotal"": 185.76}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 420.32, ""subtotal"": 420.32}]",606.08,cash,delivered
ORD-20251210-773005,2025-12-10T18:57:18.827975,REST-DEL-001,CUST-10109,delivery,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 552.77, ""subtotal"": 1658.31}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 177.86, ""subtotal"": 177.86}]",1836.17,card,delivered
ORD-20251210-453100,2025-12-10T19:07:51.827975,REST-MUM-002,CUST-10400,dine_in,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 347.93, ""subtotal"": 347.93}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 83.53, ""subtotal"": 250.59}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 115.77, ""subtotal"": 347.31}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 175.0, ""subtotal"": 350.0}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 512.12, ""subtotal"": 1536.36}]",2832.19,wallet,completed
ORD-20251210-756348,2025-12-10T19:17:38.827975,REST-MUM-001,CUST-10221,delivery,"[{""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 95.43, ""subtotal"": 286.29}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 174.1, ""subtotal"": 174.1}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 124.3, ""subtotal"": 372.9}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 333.9, ""subtotal"": 333.9}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 151.17, ""subtotal"": 151.17}]",1318.36,cash,delivered
ORD-20251210-187580,2025-12-10T19:43:16.827975,REST-DEL-001,CUST-10003,delivery,"[{""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 302.31, ""subtotal"": 604.62}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 348.17, ""subtotal"": 1044.51}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 148.45, ""subtotal"": 148.45}]",1797.58,cash,delivered
ORD-20251210-489181,2025-12-10T19:53:28.827975,REST-DEL-002,CUST-10987,delivery,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 119.03, ""subtotal"": 238.06}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 171.1, ""subtotal"": 513.3}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 228.04, ""subtotal"": 684.12}]",1435.48,cash,delivered
ORD-20251210-646476,2025-12-10T20:00:01.827975,REST-DEL-001,CUST-10963,takeaway,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 148.45, ""subtotal"": 445.35}]",445.35,wallet,completed
ORD-20251210-398387,2025-12-10T20:25:05.827975,REST-BLR-001,CUST-10098,dine_in,"[{""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 642.26, ""subtotal"": 642.26}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 488.54, ""subtotal"": 977.08}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 413.12, ""subtotal"": 413.12}]",2032.46,wallet,completed
ORD-20251210-745711,2025-12-10T20:30:20.827975,REST-MUM-001,CUST-10965,delivery,"[{""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 97.12, ""subtotal"": 97.12}]",97.12,cash,delivered
ORD-20251210-795412,2025-12-10T20:31:00.827975,REST-MUM-002,CUST-10225,dine_in,"[{""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 245.51, ""subtotal"": 736.53}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 443.77, ""subtotal"": 443.77}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 162.88, ""subtotal"": 162.88}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 347.93, ""subtotal"": 1043.79}]",2386.97,card,completed
ORD-20251210-235217,2025-12-10T20:43:47.827975,REST-DEL-001,CUST-10871,dine_in,"[{""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 376.7, ""subtotal"": 376.7}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 475.3, ""subtotal"": 1425.9}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 104.66, ""subtotal"": 104.66}]",1907.26,wallet,completed
ORD-20251210-696895,2025-12-10T21:34:39.827975,REST-MUM-002,CUST-10936,delivery,"[{""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 313.29, ""subtotal"": 313.29}]",313.29,cash,delivered
ORD-20251210-794901,2025-12-10T21:50:55.827975,REST-DEL-002,CUST-10933,dine_in,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 151.71, ""subtotal"": 303.42}]",303.42,card,completed
ORD-20251210-283019,2025-12-10T22:01:36.827975,REST-BLR-001,CUST-10218,dine_in,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 575.11, ""subtotal"": 1725.33}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 246.19, ""subtotal"": 738.57}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 413.12, ""subtotal"": 413.12}]",2877.02,cash,completed
ORD-20251210-977083,2025-12-10T22:12:02.827975,REST-BLR-001,CUST-10326,takeaway,"[{""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 500.09, ""subtotal"": 1500.27}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 93.49, ""subtotal"": 93.49}]",1593.76,cash,completed
ORD-20251210-704748,2025-12-10T22:39:30.827975,REST-DEL-002,CUST-10021,delivery,"[{""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 188.4, ""subtotal"": 376.8}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 358.31, ""subtotal"": 1074.93}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 393.08, ""subtotal"": 1179.24}]",2630.97,wallet,delivered
ORD-20251210-911177,2025-12-10T22:44:10.827975,REST-MUM-001,CUST-10734,dine_in,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 62.73, ""subtotal"": 62.73}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 151.17, ""subtotal"": 151.17}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 668.72, ""subtotal"": 2006.16}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 177.01, ""subtotal"": 354.02}]",2574.08,card,completed
ORD-20251210-512776,2025-12-10T22:45:35.827975,REST-BLR-001,CUST-10161,delivery,"[{""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 76.28, ""subtotal"": 76.28}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 369.9, ""subtotal"": 739.8}]",816.08,cash,delivered
