review_id,order_id,customer_id,restaurant_id,review_text,rating,review_timestamp
REV-000043,ORD-20251212-451599,CUST-10759,REST-MUM-001,Really good Naan  Fish Curry  Dal Makhani  Gulab Jamun (2 pcs)  and Sweet Lassi! The Sweet Lassi was delicious. Slight delay in delivery but food quality made up for it.,4,2025-12-15T21:28:49.930309
REV-000031,ORD-20251211-454481,CUST-10593,REST-DEL-001,Good quality food. Garlic Naan  Sweet Lassi  Aloo Tikki Chaat  and Malai Kofta were nicely done. Aloo Tikki Chaat could have been slightly spicier but still good!,4,2025-12-15T21:34:03.930309
REV-000071,ORD-20251214-632354,CUST-10926,REST-DEL-002,Outstanding experience! The Garlic Naan  Lamb Rogan Josh  and Sweet Lassi exceeded all expectations. Lamb Rogan Josh was the star of the meal. Will definitely order again!,5,2025-12-15T21:56:12.930309
REV-000054,ORD-20251214-742391,CUST-10304,REST-BLR-001,Incredible meal! Samosa (2 pcs) arrived hot and fresh. The Samosa (2 pcs) was absolutely divine. Highly satisfied!,5,2025-12-16T10:49:41.930309
REV-000060,ORD-20251214-516983,CUST-10060,REST-BLR-001,Not bad  not great. Sweet Lassi  Chole Bhature  and Kulfi were edible. Kulfi needed more seasoning.,3,2025-12-16T12:16:30.930309
REV-000061,ORD-20251214-480302,CUST-10218,REST-BLR-001,Outstanding experience! The Sweet Lassi  Fish Curry  Mango Lassi  Dal Makhani  and Jeera Rice exceeded all expectations. Jeera Rice was the star of the meal. Will definitely order again!,5,2025-12-16T12:55:34.930309
REV-000040,ORD-20251212-668124,CUST-10336,REST-BLR-001,Best Indian food in UAE! Masala Chai and Chicken 65 were incredible. Chicken 65 had the perfect balance of spices. Five stars!,5,2025-12-16T18:58:39.930309
REV-000052,ORD-20251213-721271,CUST-10259,REST-MUM-002,Outstanding experience! The Garlic Naan  Samosa (2 pcs)  Butter Chicken  Jeera Rice  and Fish Curry exceeded all expectations. Samosa (2 pcs) was the star of the meal. Will definitely order again!,5,2025-12-16T22:23:56.930309
REV-000053,ORD-20251214-751536,CUST-10148,REST-MUM-001,Wow! Just wow! Chicken Seekh Kebab and Jeera Rice were all fantastic. Chicken Seekh Kebab was particularly memorable. Can't wait to order again!,5,2025-12-17T10:37:07.930309
REV-000045,ORD-20251213-208499,CUST-10088,REST-DEL-002,Mixed feelings. Jeera Rice  Tandoori Roti  Palak Paneer  Chole Bhature  and Rasmalai (2 pcs) were acceptable. Rasmalai (2 pcs) was decent but portion was small for the price.,3,2025-12-17T11:26:30.930309
REV-000055,ORD-20251214-484192,CUST-10169,REST-DEL-002,Unsatisfactory. Dal Makhani  Chicken Biryani  and Butter Chicken were not fresh. Dal Makhani tasted reheated. Won't order again.,2,2025-12-17T11:39:24.930309
REV-000056,ORD-20251214-164694,CUST-10110,REST-BLR-001,Not good. Masala Chai  Fresh Lime Soda  and Lamb Rogan Josh arrived late and cold. Masala Chai had barely any flavor. Poor quality.,2,2025-12-17T11:42:51.930309
REV-000059,ORD-20251214-568792,CUST-10809,REST-MUM-001,Perfect in every way! Kulfi  Chicken Seekh Kebab  and Sweet Lassi were all excellent. Sweet Lassi stood out with its rich  authentic taste.,5,2025-12-17T12:01:23.930309
REV-000074,ORD-20251215-767475,CUST-10305,REST-DEL-002,Incredible meal! Gajar Halwa arrived hot and fresh. The Gajar Halwa was absolutely divine. Highly satisfied!,5,2025-12-17T12:35:01.930309
REV-000093,ORD-20251216-443753,CUST-10618,REST-DEL-002,Enjoyed the Samosa (2 pcs)! Samosa (2 pcs) was very good. Portion sizes were generous. Recommend!,4,2025-12-17T12:57:11.930309
REV-000047,ORD-20251213-172982,CUST-10630,REST-DEL-001,Really good Tandoori Roti  Chicken Tikka Masala  and Jeera Rice! The Tandoori Roti was delicious. Slight delay in delivery but food quality made up for it.,4,2025-12-17T13:07:09.930309
REV-000006,ORD-20251210-374099,CUST-10812,REST-DEL-002,Good quality food. Kulfi  Vegetable Biryani  Gajar Halwa  Aloo Tikki Chaat  and Mango Lassi were nicely done. Vegetable Biryani could have been slightly spicier but still good!,4,2025-12-17T13:33:06.930309
REV-000076,ORD-20251215-965582,CUST-10132,REST-MUM-002,Really good Vegetable Biryani  Samosa (2 pcs)  Masala Chai  and Gajar Halwa! The Vegetable Biryani was delicious. Slight delay in delivery but food quality made up for it.,4,2025-12-17T14:07:37.930309
REV-000098,ORD-20251216-580054,CUST-10813,REST-DEL-001,Very satisfied! Samosa (2 pcs) and Paneer Tikka were fresh and flavorful. Samosa (2 pcs) was the standout dish.,4,2025-12-17T14:39:04.930309
REV-000077,ORD-20251215-547640,CUST-10033,REST-MUM-002,Not bad  not great. Fresh Lime Soda  Garlic Naan  Chole Bhature  Kulfi  and Paneer Tikka were edible. Chole Bhature needed more seasoning.,3,2025-12-17T14:42:57.930309
REV-000049,ORD-20251213-463188,CUST-10301,REST-BLR-001,Perfect in every way! Lamb Rogan Josh were all excellent. Lamb Rogan Josh stood out with its rich  authentic taste.,5,2025-12-17T15:44:19.930309
REV-000101,ORD-20251216-853650,CUST-10484,REST-MUM-002,Great food overall. Rasmalai (2 pcs)  Palak Paneer  Masala Chai  and Paneer Tikka were tasty  especially the Masala Chai. Would order again!,4,2025-12-17T16:30:20.930309
REV-000084,ORD-20251215-531774,CUST-10941,REST-DEL-002,Below expectations. Fish Curry  Dal Makhani  and Aloo Tikki Chaat were underwhelming. Aloo Tikki Chaat was overcooked and dry.,2,2025-12-17T16:36:12.930309
REV-000008,ORD-20251210-108474,CUST-10978,REST-DEL-002,Incredible meal! Lamb Rogan Josh  Aloo Tikki Chaat  Chole Bhature  and Fish Curry arrived hot and fresh. The Aloo Tikki Chaat was absolutely divine. Highly satisfied!,5,2025-12-17T17:33:32.930309
REV-000039,ORD-20251212-572817,CUST-10985,REST-DEL-002,Wow! Just wow! Chicken 65 were all fantastic. Chicken 65 was particularly memorable. Can't wait to order again!,5,2025-12-17T17:58:52.930309
REV-000069,ORD-20251214-766404,CUST-10611,REST-MUM-001,Great food overall. Naan  Sweet Lassi  Paneer Butter Masala  and Vegetable Biryani were tasty  especially the Vegetable Biryani. Would order again!,4,2025-12-17T21:13:16.930309
REV-000042,ORD-20251212-116652,CUST-10860,REST-DEL-001,Wow! Just wow! Garlic Naan and Dal Makhani were all fantastic. Dal Makhani was particularly memorable. Can't wait to order again!,5,2025-12-17T21:22:53.930309
REV-000107,ORD-20251216-807846,CUST-10602,REST-DEL-001,Perfect in every way! Garlic Naan  Naan  and Gajar Halwa were all excellent. Gajar Halwa stood out with its rich  authentic taste.,5,2025-12-17T22:04:32.930309
REV-000033,ORD-20251211-506695,CUST-10909,REST-MUM-001,Not good. Jeera Rice  Mango Lassi  Chicken 65  Gajar Halwa  and Chole Bhature arrived late and cold. Jeera Rice had barely any flavor. Poor quality.,2,2025-12-17T22:15:03.930309
REV-000013,ORD-20251210-219130,CUST-10048,REST-MUM-001,Good quality food. Lamb Rogan Josh and Samosa (2 pcs) were nicely done. Samosa (2 pcs) could have been slightly spicier but still good!,4,2025-12-17T22:19:54.930309
REV-000014,ORD-20251210-785306,CUST-10577,REST-BLR-001,Very satisfied! Chicken 65 and Butter Chicken were fresh and flavorful. Chicken 65 was the standout dish.,4,2025-12-17T22:53:09.930309
REV-000073,ORD-20251215-379465,CUST-10800,REST-DEL-002,Solid experience. Gajar Halwa were well-prepared. Gajar Halwa had great flavor. Minor issues with packaging.,4,2025-12-18T11:25:07.930309
REV-000057,ORD-20251214-365712,CUST-10124,REST-DEL-002,Absolutely amazing Gajar Halwa! The Gajar Halwa was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!,5,2025-12-18T11:48:22.930309
REV-000113,ORD-20251217-893199,CUST-10259,REST-BLR-001,Unsatisfactory. Tandoori Roti and Chicken 65 were not fresh. Tandoori Roti tasted reheated. Won't order again.,2,2025-12-18T12:23:28.930309
REV-000116,ORD-20251217-209397,CUST-10026,REST-MUM-002,Disappointed with Butter Naan  Lamb Rogan Josh  and Tandoori Roti. Tandoori Roti was cold when it arrived. Not worth the money.,2,2025-12-18T13:09:10.930309
REV-000075,ORD-20251215-228383,CUST-10207,REST-DEL-002,Not bad  not great. Sweet Lassi were edible. Sweet Lassi needed more seasoning.,3,2025-12-18T13:18:09.930309
REV-000022,ORD-20251211-561128,CUST-10800,REST-DEL-001,Good quality food. Lamb Rogan Josh and Naan were nicely done. Lamb Rogan Josh could have been slightly spicier but still good!,4,2025-12-18T13:58:49.930309
REV-000036,ORD-20251212-101574,CUST-10669,REST-MUM-002,Very satisfied! Jeera Rice  Paneer Tikka  Kulfi  and Aloo Tikki Chaat were fresh and flavorful. Aloo Tikki Chaat was the standout dish.,4,2025-12-18T13:58:59.930309
REV-000037,ORD-20251212-700335,CUST-10352,REST-BLR-001,Decent food but nothing special. Masala Chai  Sweet Lassi  and Palak Paneer were okay. Masala Chai lacked the punch I expected.,3,2025-12-18T14:21:35.930309
REV-000024,ORD-20251211-897669,CUST-10984,REST-MUM-002,Expected better. Malai Kofta  Butter Chicken  and Sweet Lassi were subpar. Sweet Lassi was too oily and greasy. Stomach upset followed.,2,2025-12-18T15:32:14.930309
REV-000025,ORD-20251211-631342,CUST-10069,REST-DEL-001,Good quality food. Naan  Dal Makhani  and Aloo Tikki Chaat were nicely done. Aloo Tikki Chaat could have been slightly spicier but still good!,4,2025-12-18T15:48:26.930309
REV-000080,ORD-20251215-888404,CUST-10426,REST-DEL-001,Pleasant meal! Tandoori Roti  Chicken Seekh Kebab  and Butter Chicken arrived warm. Chicken Seekh Kebab was tasty though not exceptional. Would order again.,4,2025-12-18T15:51:32.930309
REV-000100,ORD-20251216-192980,CUST-10007,REST-MUM-002,Best Indian food in UAE! Kulfi  Aloo Tikki Chaat  Paneer Tikka  and Paneer Butter Masala were incredible. Paneer Butter Masala had the perfect balance of spices. Five stars!,5,2025-12-18T16:25:50.930309
REV-000122,ORD-20251217-485831,CUST-10871,REST-MUM-002,Good quality food. Paneer Butter Masala were nicely done. Paneer Butter Masala could have been slightly spicier but still good!,4,2025-12-18T17:29:21.930309
REV-000102,ORD-20251216-811749,CUST-10934,REST-MUM-001,Best Indian food in UAE! Chicken 65 and Sweet Lassi were incredible. Sweet Lassi had the perfect balance of spices. Five stars!,5,2025-12-18T17:37:37.930309
REV-000127,ORD-20251217-451021,CUST-10028,REST-MUM-002,Hands down the best Chicken Tikka Masala I've ever had! Gulab Jamun (2 pcs)  Jeera Rice  Chicken Tikka Masala  Dal Makhani  and Chicken Biryani were all prepared beautifully. Fresh and flavorful!,5,2025-12-18T20:35:28.930309
REV-000070,ORD-20251214-534821,CUST-10540,REST-DEL-002,Absolutely amazing Vegetable Biryani  Fresh Lime Soda  Masala Chai  and Aloo Tikki Chaat! The Masala Chai was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!,5,2025-12-18T21:52:47.930309
REV-000051,ORD-20251213-507365,CUST-10449,REST-MUM-002,Average experience. Chicken 65  Garlic Naan  Butter Naan  Chicken Seekh Kebab  and Fish Curry were fine but Chicken Seekh Kebab was a bit bland. Room for improvement.,3,2025-12-18T22:00:27.930309
REV-000090,ORD-20251215-427292,CUST-10897,REST-DEL-001,Good quality food. Paneer Tikka  Chicken Biryani  Dal Makhani  and Chicken Seekh Kebab were nicely done. Chicken Seekh Kebab could have been slightly spicier but still good!,4,2025-12-18T22:14:53.930309
REV-000132,ORD-20251218-706042,CUST-10245,REST-DEL-002,Mixed feelings. Butter Naan were acceptable. Butter Naan was decent but portion was small for the price.,3,2025-12-19T14:15:42.930309
REV-000096,ORD-20251216-782519,CUST-10213,REST-DEL-002,Really good Chicken Seekh Kebab  Palak Paneer  Butter Naan  and Chicken Tikka Masala! The Butter Naan was delicious. Slight delay in delivery but food quality made up for it.,4,2025-12-19T14:23:10.930309
REV-000079,ORD-20251215-957675,CUST-10887,REST-DEL-002,Pleasant meal! Samosa (2 pcs) arrived warm. Samosa (2 pcs) was tasty though not exceptional. Would order again.,4,2025-12-19T15:32:09.930309
REV-000083,ORD-20251215-241108,CUST-10054,REST-DEL-002,Enjoyed the Lamb Rogan Josh  Paneer Butter Masala  Chicken 65  Tandoori Roti  and Garlic Naan! Chicken 65 was very good. Portion sizes were generous. Recommend!,4,2025-12-19T16:35:30.930309
REV-000135,ORD-20251218-968521,CUST-10059,REST-DEL-001,Outstanding experience! The Naan and Vegetable Biryani exceeded all expectations. Vegetable Biryani was the star of the meal. Will definitely order again!,5,2025-12-19T17:11:35.930309
REV-000136,ORD-20251218-629391,CUST-10693,REST-DEL-001,Wow! Just wow! Chicken Tikka Masala were all fantastic. Chicken Tikka Masala was particularly memorable. Can't wait to order again!,5,2025-12-19T17:17:49.930309
REV-000138,ORD-20251218-554331,CUST-10675,REST-MUM-001,Enjoyed the Palak Paneer! Palak Paneer was very good. Portion sizes were generous. Recommend!,4,2025-12-19T18:13:08.930309
REV-000123,ORD-20251217-825218,CUST-10592,REST-MUM-001,Disappointed with Malai Kofta  Butter Naan  Chicken 65  and Kulfi. Kulfi was cold when it arrived. Not worth the money.,2,2025-12-19T18:33:12.930309
REV-000067,ORD-20251214-846404,CUST-10016,REST-BLR-001,Great food overall. Chicken Seekh Kebab  Samosa (2 pcs)  Masala Chai  and Chicken 65 were tasty  especially the Chicken 65. Would order again!,4,2025-12-19T18:48:54.930309
REV-000103,ORD-20251216-746242,CUST-10905,REST-DEL-002,Enjoyed the Chicken Seekh Kebab  Chicken 65  and Fish Curry! Chicken Seekh Kebab was very good. Portion sizes were generous. Recommend!,4,2025-12-19T19:31:58.930309
REV-000041,ORD-20251212-933521,CUST-10749,REST-MUM-002,Not bad  not great. Paneer Tikka were edible. Paneer Tikka needed more seasoning.,3,2025-12-19T20:43:26.930309
REV-000050,ORD-20251213-761955,CUST-10344,REST-MUM-002,Hands down the best Chicken Tikka Masala I've ever had! Chicken Tikka Masala  Chicken 65  Tandoori Roti  and Sweet Lassi were all prepared beautifully. Fresh and flavorful!,5,2025-12-19T21:05:11.930309
REV-000048,ORD-20251213-236705,CUST-10427,REST-MUM-001,Good quality food. Paneer Butter Masala and Chicken Biryani were nicely done. Paneer Butter Masala could have been slightly spicier but still good!,4,2025-12-20T13:10:55.930309
REV-000062,ORD-20251214-810081,CUST-10158,REST-DEL-002,Not bad  not great. Chicken Tikka Masala  Jeera Rice  Gulab Jamun (2 pcs)  and Masala Chai were edible. Jeera Rice needed more seasoning.,3,2025-12-20T13:13:19.930309
REV-000118,ORD-20251217-474334,CUST-10284,REST-MUM-002,Perfect in every way! Lamb Rogan Josh and Masala Chai were all excellent. Masala Chai stood out with its rich  authentic taste.,5,2025-12-20T13:45:47.930309
REV-000120,ORD-20251217-684583,CUST-10794,REST-MUM-001,Absolutely amazing Malai Kofta! The Malai Kofta was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!,5,2025-12-20T16:02:27.930309
REV-000082,ORD-20251215-265552,CUST-10088,REST-DEL-002,Enjoyed the Paneer Tikka! Paneer Tikka was very good. Portion sizes were generous. Recommend!,4,2025-12-20T16:22:43.930309
REV-000085,ORD-20251215-542094,CUST-10214,REST-MUM-001,Not good. Chicken Seekh Kebab and Fresh Lime Soda arrived late and cold. Fresh Lime Soda had barely any flavor. Poor quality.,2,2025-12-20T17:10:37.930309
REV-000066,ORD-20251214-112825,CUST-10089,REST-MUM-001,Solid experience. Butter Naan were well-prepared. Butter Naan had great flavor. Minor issues with packaging.,4,2025-12-20T18:19:40.930309
REV-000154,ORD-20251219-406636,CUST-10650,REST-MUM-001,Outstanding experience! The Malai Kofta and Garlic Naan exceeded all expectations. Malai Kofta was the star of the meal. Will definitely order again!,5,2025-12-20T18:39:34.930309
REV-000087,ORD-20251215-541431,CUST-10910,REST-MUM-001,Hands down the best Masala Chai I've ever had! Butter Chicken  Samosa (2 pcs)  Malai Kofta  Masala Chai  and Lamb Rogan Josh were all prepared beautifully. Fresh and flavorful!,5,2025-12-20T19:43:33.930309
REV-000140,ORD-20251218-425434,CUST-10464,REST-MUM-002,Absolutely horrible! Garlic Naan  Naan  and Aloo Tikki Chaat arrived ice cold after 2 hour delay. Naan was spoiled. Disgusting!,1,2025-12-20T19:51:30.930309
REV-000126,ORD-20251217-954404,CUST-10131,REST-BLR-001,Absolutely horrible! Aloo Tikki Chaat  Tandoori Roti  Chicken Biryani  and Dal Makhani arrived ice cold after 2 hour delay. Aloo Tikki Chaat was spoiled. Disgusting!,1,2025-12-20T19:54:52.930309
REV-000088,ORD-20251215-952529,CUST-10935,REST-MUM-001,Poor experience. Chicken 65  Butter Chicken  and Fresh Lime Soda were disappointing. Fresh Lime Soda was burnt on the edges. Very unhappy.,2,2025-12-20T20:25:04.930309
REV-000068,ORD-20251214-542896,CUST-10068,REST-BLR-001,Best Indian food in UAE! Tandoori Roti were incredible. Tandoori Roti had the perfect balance of spices. Five stars!,5,2025-12-20T21:10:25.930309
REV-000089,ORD-20251215-717365,CUST-10161,REST-DEL-002,Solid experience. Butter Chicken were well-prepared. Butter Chicken had great flavor. Minor issues with packaging.,4,2025-12-20T21:49:11.930309
REV-000130,ORD-20251217-282445,CUST-10555,REST-BLR-001,Not good. Gajar Halwa  Butter Naan  Chicken 65  and Aloo Tikki Chaat arrived late and cold. Gajar Halwa had barely any flavor. Poor quality.,2,2025-12-20T22:28:00.930309
REV-000072,ORD-20251214-600036,CUST-10612,REST-MUM-001,Absolutely amazing Paneer Butter Masala  Vegetable Biryani  and Naan! The Vegetable Biryani was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!,5,2025-12-20T22:36:07.930309
REV-000108,ORD-20251217-546922,CUST-10274,REST-MUM-002,Solid experience. Chicken Biryani  Chole Bhature  Masala Chai  and Rasmalai (2 pcs) were well-prepared. Chicken Biryani had great flavor. Minor issues with packaging.,4,2025-12-21T10:08:58.930309
REV-000131,ORD-20251218-506214,CUST-10729,REST-DEL-002,Pleasant meal! Lamb Rogan Josh arrived warm. Lamb Rogan Josh was tasty though not exceptional. Would order again.,4,2025-12-21T11:41:17.930309
REV-000058,ORD-20251214-951255,CUST-10006,REST-DEL-002,Hands down the best Palak Paneer I've ever had! Dal Makhani  Chicken Biryani  and Palak Paneer were all prepared beautifully. Fresh and flavorful!,5,2025-12-21T11:53:33.930309
REV-000114,ORD-20251217-706467,CUST-10615,REST-DEL-002,Absolutely amazing Chicken Seekh Kebab  Jeera Rice  Rasmalai (2 pcs)  and Chicken 65! The Chicken Seekh Kebab was cooked to perfection. Fresh ingredients and authentic flavors. Highly recommend!,5,2025-12-21T12:25:32.930309
REV-000149,ORD-20251219-456853,CUST-10480,REST-MUM-001,Outstanding experience! The Lamb Rogan Josh exceeded all expectations. Lamb Rogan Josh was the star of the meal. Will definitely order again!,5,2025-12-21T13:40:54.930309
REV-000150,ORD-20251219-220131,CUST-10160,REST-DEL-002,Not good. Chole Bhature  Butter Chicken  Paneer Butter Masala  Butter Naan  and Fish Curry arrived late and cold. Paneer Butter Masala had barely any flavor. Poor quality.,2,2025-12-21T14:11:22.930309
REV-000134,ORD-20251218-592458,CUST-10300,REST-BLR-001,Hands down the best Naan I've ever had! Gajar Halwa  Naan  Butter Naan  Palak Paneer  and Fish Curry were all prepared beautifully. Fresh and flavorful!,5,2025-12-21T16:03:31.930309
REV-000161,ORD-20251220-942050,CUST-10662,REST-BLR-001,Outstanding experience! The Rasmalai (2 pcs)  Aloo Tikki Chaat  and Lamb Rogan Josh exceeded all expectations. Aloo Tikki Chaat was the star of the meal. Will definitely order again!,5,2025-12-21T16:15:17.930309
REV-000121,ORD-20251217-510331,CUST-10504,REST-DEL-001,Disappointed with Fish Curry  Malai Kofta  Palak Paneer  Chicken Tikka Masala  and Mango Lassi. Chicken Tikka Masala was cold when it arrived. Not worth the money.,2,2025-12-21T16:19:30.930309
REV-000162,ORD-20251220-107086,CUST-10671,REST-DEL-001,Very satisfied! Kulfi  Masala Chai  and Butter Naan were fresh and flavorful. Butter Naan was the standout dish.,4,2025-12-21T16:37:02.930309
REV-000063,ORD-20251214-507890,CUST-10181,REST-MUM-001,Mixed feelings. Gajar Halwa  Garlic Naan  Sweet Lassi  and Chicken Tikka Masala were acceptable. Chicken Tikka Masala was decent but portion was small for the price.,3,2025-12-21T17:44:26.930309
REV-000064,ORD-20251214-342947,CUST-10471,REST-DEL-002,Incredible meal! Naan and Butter Chicken arrived hot and fresh. The Naan was absolutely divine. Highly satisfied!,5,2025-12-21T17:45:51.930309
REV-000086,ORD-20251215-588758,CUST-10711,REST-MUM-002,Not good. Gulab Jamun (2 pcs) and Butter Chicken arrived late and cold. Butter Chicken had barely any flavor. Poor quality.,2,2025-12-21T18:32:52.930309
